,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,NUM_BO,ANO_BO,DATA_REGISTRO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESC_PERIODO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,BAIRRO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_SECCIONAL_CIRCUNSCRICAO,NOME_MUNICIPIO_CIRCUNSCRICAO,RUBRICA,DESCR_CONDUTA,NATUREZA_APURADA,MES_ESTATISTICA,ANO_ESTATISTICA,CMD,BTL,CIA
274427,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,OG8007,2025,2025-09-29,2025-09-29,01:10:00,,Via Pública,Via Pública,Nova América,Rua Padre João Manoel da Silva,247.0,-22.7368877,-47.6327049,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO - OUTROS,9,2025,CPI-9,10ºBPM/I,4ªCIA
274429,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NU3675,2025,2025-09-19,2025-09-19,18:00:00,,Comércio e Serviços,Mercado,Jardim Caxambu,Avenida Antonio Fazanaro,95.0,-22.7467304,-47.6358372,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO DE VEÍCULO,9,2025,CPI-9,10ºBPM/I,4ªCIA
274430,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NU6278,2025,2025-09-20,2025-09-19,23:50:46,,Via Pública,Via Pública,Vila Independencia,Avenida Carlos Martins Sodero,507.0,-22.725419,-47.6274947,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Veículo,ROUBO DE VEÍCULO,9,2025,CPI-9,10ºBPM/I,4ªCIA
274431,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NO6549,2025,2025-09-16,2025-09-16,09:20:00,,Via Pública,Via Pública,JARDIM CALIFORNIA,RUA FREI VITAL PRIMEIRO,234.0,-22.756735835,-47.640481791,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Homicídio (art. 121),,TENTATIVA DE HOMICÍDIO,9,2025,CPI-9,10ºBPM/I,4ªCIA
274432,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NS3341,2025,2025-09-18,2025-09-18,10:40:00,,Via Pública,Via Pública,CIDADE ALTA,RUA AQUILINO PACHÊCO,372.0,-22.735372361,-47.6403219109999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Homicídio (art. 121),,TENTATIVA DE HOMICÍDIO,9,2025,CPI-9,10ºBPM/I,4ªCIA
274433,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,MU8438,2025,2025-09-02,2025-09-02,10:43:00,,Via Pública,Via Pública,Residencial Serra Verde,Rua Neusa Maria Mendes Tonin,,-22.7669539,-47.6238061,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274434,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,MX3253,2025,2025-09-03,2025-09-03,18:42:00,,Via Pública,Via Pública,AGUA BRANCA,AVENIDA MIGUEL CAPARRÓS,510.0,-22.7698493,-47.6342245,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274435,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,MZ6264,2025,2025-09-05,2025-09-05,10:30:00,,Via Pública,Via Pública,Parque Água Branca,Avenida Miguel Caparrós,100.0,-22.7691021,-47.6333954,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274436,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NA2154,2025,2025-09-05,2025-09-05,14:30:00,,Via Pública,Via Pública,Residencial Serra Verde,Rua Neusa Maria Mendes Tonin,1252.0,-22.7669539,-47.6238061,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274437,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NH1296,2025,2025-09-10,2025-09-10,15:00:00,,Via Pública,Via Pública,AGUA BRANCA,RUA GERALDO BRAGION,168.0,-22.770319639,-47.627728389,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274438,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NL9335,2025,2025-09-14,2025-09-14,10:45:40,,Via Pública,Via Pública,Residencial Serra Verde,Rua Neusa Maria Mendes Tonin,1304.0,-22.7669539,-47.6238061,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274439,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NS4269,2025,2025-09-18,2025-09-18,14:00:00,,Via Pública,Via Pública,Vila Independencia,Avenida Professor Alberto Vollet Sachs,1403.0,-22.7203965,-47.6253748,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274440,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NT5678,2025,2025-09-19,2025-09-19,10:58:00,,Via Pública,Via Pública,Residencial Serra Verde,Rua Paschoal Barsottini,255.0,-22.7695353,-47.6260399,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274441,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NY1174,2025,2025-09-23,2025-09-23,02:06:00,,Via Pública,Via Pública,CENTRO,AVENIDA ARMANDO DE SALLES OLIVEIRA,2153.0,-22.7298234,-47.6479583,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,4ªCIA
274451,DEINTER 2 - CAMPINAS,DEL.SEC.BRAGANÇA PAULISTA,DEL.POL.VARGEM,PIRACICABA,ND6449,2025,2025-09-08,2025-09-03,,Em hora incerta,Area não Ocupada,Lote de Terreno,AREA RURAL,AVENIDA LARANJAL PAULISTA,1855.0,-22.7944782019999,-47.680939791,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Fios e Cabos,FURTO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274454,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,3ªHOMICIDIOS-DEIC-DEINTER 9,PIRACICABA,NF4710,2025,2025-09-09,2025-09-07,14:18:00,,Comércio e Serviços,Padaria/Confeitaria,Paulicéia,Avenida São Paulo,980.0,-22.7481248,-47.6499713,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274467,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,OD1920,2025,2025-09-26,2025-09-26,,Pela manhã,Outros,Outros,SAO JORGE,RUA ITATINGA,170.0,-22.746351381,-47.679963218,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior Estabelecimento,FURTO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274477,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,MT9079,2025,2025-09-01,2025-08-30,22:00:00,,Via Pública,Via Pública,Parque dos Eucaliptos,Rua Corina Martins dos Santos,340.0,-22.7573909,-47.66049090000001,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274478,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NY2247,2025,2025-09-23,2025-09-15,,Em hora incerta,Comércio e Serviços,Mecânica/Borracharia,Campestre,Rodovia Cornélio Pires,,-22.7752605,-47.650246,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274479,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,OF3003,2025,2025-09-28,2025-09-27,,A noite,Via Pública,Via Pública,Jardim Nova Suíça,Rua: Zulmira Ferreira do Vale,1.0,-22.7525763,-47.66940459999999,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274480,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,OE3181,2025,2025-09-27,2025-09-26,17:00:00,,Via Pública,Via Pública,Anhumas,Estrada Doutor Plínio Alves de Moraes,840.0,-22.8405999,-47.9284681,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Homicídio culposo na direção de veículo automotor (Art. 302),,HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274481,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,3ªHOMICIDIOS-DEIC-DEINTER 9,PIRACICABA,MW6213,2025,2025-09-03,2025-09-03,11:45:00,,Area não Ocupada,Lote de Terreno,ANHUMAS,Estrada Luiz Dias Gonzaga,1.0,-22.8042429,-47.776798,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Homicídio (art. 121),,HOMICÍDIO DOLOSO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274483,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NO5014,2025,2025-09-16,2025-09-09,16:18:56,,Via Pública,Via Pública,Paulicéia,Avenida Raposo Tavares,0.0,-22.7505152,-47.6543603,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274484,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NR2521,2025,2025-09-17,2025-09-17,16:47:41,,Via Pública,Via Pública,Campestre,Avenida Doutor Paulo de Moraes,1347.0,-22.7728378,-47.66454400000001,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274485,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NS6584,2025,2025-09-18,2025-09-18,15:00:00,,Via Pública,Via Pública,Residencial Paineiras,Rua Doutor Cândido de Faria Alvim,0.0,-22.7488223,-47.679896,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274486,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NV1745,2025,2025-09-20,2025-09-20,14:50:00,,Via Pública,Via Pública,Monte Líbano,Avenida Thales Castanho de Andrade,1700.0,-22.7575533,-47.6579192,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274487,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,OC9370,2025,2025-09-26,2025-09-25,20:46:00,,Via Pública,Via Pública,Campestre,SP-127,43.0,-22.7632423,-47.6453402,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274488,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,OE1841,2025,2025-09-26,2025-09-26,16:35:00,,Via Pública,Via Pública,Paulicéia,Avenida Raposo Tavares,400.0,-22.7505152,-47.6543603,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274489,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,OE4883,2025,2025-09-27,2025-09-26,20:50:00,,Via Pública,Via Pública,Vila Cristina,Rua Maestro Pettermann,163.0,-22.7457063,-47.6627416,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274490,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,OI3592,2025,2025-09-30,2025-06-12,20:18:23,,Via Pública,Via Pública,Paulicéia,Rua General Rondon,170.0,-22.7480868,-47.6454175,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,9,2025,CPI-9,10ºBPM/I,1ªCIA
274491,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA DA MULHER ONLINE-SEC,DELEGACIA DA MULHER ONLINE,PIRACICABA,MS8990,2025,2025-09-01,2025-08-31,14:40:00,,Via Pública,Via Pública,Monte Líbano,Rua Ettore Galesi,220.0,-22.75769440000001,-47.65114200000001,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274492,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,MU5422,2025,2025-09-02,2025-05-19,18:00:00,,Via Pública,Via Pública,Paulicéia,Rua Dona Aurora,275.0,-22.7464052,-47.64764479999999,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274498,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NB3675,2025,2025-09-06,2025-09-04,,A noite,Via Pública,Via Pública,JARDIM ITAPUA,RUA LINS,115.0,-22.753533057,-47.661142044,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274500,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA DA MULHER ONLINE-SEC,DELEGACIA DA MULHER ONLINE,PIRACICABA,NE6881,2025,2025-09-09,2025-06-14,17:09:00,,Via Pública,Via Pública,Novo Horizonte,Rua Atobá,66.0,-22.7549475,-47.6757335,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274506,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PLANTÃO - DDM PIRACICABA,PIRACICABA,NP8108,2025,2025-09-16,2025-09-16,19:00:42,,Via Pública,Via Pública,Novo Horizonte,Rua Antonio Saipp Filho,95.0,-22.7556426,-47.6782803,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274508,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NV5849,2025,2025-09-27,2025-09-20,22:38:00,,Via Pública,Via Pública,Jardim Nova Suíça,Rua Zulmira Ferreira do Vale,1200.0,-22.7496943,-47.6724716,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274517,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PLANTÃO - DDM PIRACICABA,PIRACICABA,OF3493,2025,2025-09-28,2025-09-27,20:00:00,,Via Pública,Via Pública,VILA CRISTINA,RUA PROFESSOR MELO AIRES,112.0,-22.7479241729999,-47.662350644,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274521,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,MZ0644,2025,2025-09-05,2025-09-04,17:30:00,,Via Pública,Via Pública,Campestre,Avenida Davi Cordeiro do Amaral,85.0,-22.7633908,-47.6467971,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16),,PORTE DE ARMA,9,2025,CPI-9,10ºBPM/I,1ªCIA
274525,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,NE9127,2025,2025-09-09,2025-08-05,23:00:00,,Via Pública,Via Pública,Jardim Gloria,Avenida Raposo Tavares,1255.0,-22.7477578,-47.65824110000001,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Outros,ROUBO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274526,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NK0215,2025,2025-09-12,2025-09-12,05:40:52,,Via Pública,Via Pública,Jardim Nova Suíça,Rua Zulmira Ferreira do Vale,185.0,-22.7496943,-47.6724716,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Transeunte,ROUBO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274528,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.POL.S.PEDRO,PIRACICABA,NW5086,2025,2025-09-22,2025-02-01,,Em hora incerta,Via Pública,Via Pública,PAULICEIA,RUA SANTA HELENA,540.0,-22.7514812219999,-47.6462979199999,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Transeunte,ROUBO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274529,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,OE7579,2025,2025-09-27,2025-09-27,07:20:26,,Via Pública,Via Pública,Paulicéia,Avenida 31 de Março,1333.0,-22.7463608,-47.6444781,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Roubo (art. 157),Transeunte,ROUBO - OUTROS,9,2025,CPI-9,10ºBPM/I,1ªCIA
274530,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,MS5800,2025,2025-09-01,2025-08-31,22:07:00,,Via Pública,Via Pública,Jardim Ibirapuera,Rua Dom Manoel,1000.0,-22.7477327,-47.6541736,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274531,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,MY1773,2025,2025-09-04,2025-09-04,11:37:00,,Via Pública,Via Pública,Jardim Planalto,Rua Copo de Leite,30.0,-22.7472191,-47.6731785,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274533,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,MZ0644,2025,2025-09-05,2025-09-04,17:30:00,,Via Pública,Via Pública,Campestre,Avenida Davi Cordeiro do Amaral,85.0,-22.7633908,-47.6467971,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274534,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NA9734,2025,2025-09-06,2025-09-06,08:32:21,,Via Pública,Via Pública,Novo Horizonte,Rua Reverendo Misael Bozon Penteado,410.0,-22.7590924,-47.6779066,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274535,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NE0570,2025,2025-09-08,2025-09-08,18:00:00,,Via Pública,Via Pública,Novo Horizonte,Rua Pedro de Oliveira,30.0,-22.7594166,-47.6794375,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274536,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,NF9892,2025,2025-09-10,2025-09-09,19:15:07,,Via Pública,Via Pública,Jardim Itapua,Rua Promissão,100.0,-22.7543741,-47.6611069,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274537,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NG6788,2025,2025-09-10,2025-09-10,11:30:00,,Via Pública,Via Pública,NOVO HORIZONTE,RUA REVERENDO MISAEL BOZOM PENTEADO,,-22.7593725799999,-47.6792673319999,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
274538,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,NI0529,2025,2025-09-11,2025-09-11,08:00:00,,Via Pública,Via Pública,,Rua Andrés José Tumang,361.0,-22.7488378,-47.6950464,03º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,9,2025,CPI-9,10ºBPM/I,1ªCIA
